,CODE,STATION NAME,RAILWAY ZONE,STATION ADDRESS
7017,RMTR,RE MOUNT ROAD,ER,"Re-mount Rd, Remount Rd, Mominpur, Kol.."
7018,RMU,RAMPUR,NR,"Uttar Pradesh, India"
7019,RMV,RAMAVARAPPADU,SCR,"Ramavaram, Chennai, Tamil Nadu, India"
7020,RMW,ROSHAN MAU H,NCR,"Uttar Pradesh, India"
7021,RMX,RAMSAR,NWR,"Ramsar, Rajasthan, India"
7022,RMY,RUKMAPUR,SCR,"Rampur, Uttar Pradesh, India"
7023,RMZ,ROUTHPURAM PH,ECOR,"Srikakulam, Andhra Pradesh, India"
7024,RN,RATNAGIRI,KR,"Ratnagiri, Maharashtra 415639, India"
7025,RNA,ROHANA KALAN,NR,"Rohana Kalan, Uttar Pradesh, India"
7026,RNB,RANPURA,NCR,"Ratanpur, Odisha, India"
7027,RNBD,RANA BORDI,WR,"Porbandar, Gujarat, India"
7028,RNBT,RAHENBATA,ECOR,"Balangir, Orissa, India"
7029,RNC,RANCHI,SER,"Ranchi Railway Station, Lower Chutia, .."
7030,RNE,RANJANI,SCR,"Ranjani, Maharashtra, India"
7031,RNG,RANIGANJ,ER,"Raniganj Railway Station, National Hig.."
7032,RNGG,RANGALITING,NFR,"Mohbondha, Assam, India"
7033,RNGN,RANIGAON,NFR,"NH 53, Lalang Pt IV, Assam 788106, India"
7034,RNGR,RAINAGAR PH,SER,"Rainagar, Rayna, West Bengal 713421, I.."
7035,RNH,RUNKHERA,WR,"Ujjain, Madhya Pradesh, India"
7036,RNI,RANGAPANI,NFR,"SH 12, West Bengal, India"
7037,RNIS,RANOLISHISHU,NWR,"Sikar, Rajasthan, India"
7038,RNJ,RUNIJA,WR,"Runija Railway Station, Runija, Madhya.."
7039,RNJD,RANJANGAON RD,CR,"Ranjangaon S.P. Rd, Waluj, Aurangabad,.."
7040,RNKA,RUNKUTA,NCR,India
7041,RNL,RANALA,WR,"Ranala, Maharashtra, India"
7042,RNN,RAJANKUNTI,SWR,"Tirupattur, Tamil Nadu, India"
7043,RNO,RANOLI,WR,"Ranoli, Rajasthan, India"
7044,RNPR,RUPNARAYANPUR,ER,"Chittaranjan, West Bengal, India"
7045,RNQ,RENUKUT,ECR,"Renukoot, Uttar Pradesh, India"
7046,RNR,RANIBENNUR,SWR,"Ranebennur, Karnataka, India"
7047,RNRD,RANIPUR ROAD,NCR,"Jhansi, Uttar Pradesh, India"
7048,RNT,RANTHAMBHORE,WCR,"Ranthambore National Park, State Highw.."
7049,RNTE,RAMANAND TEWARY H,ECR,"Bhojpur, Bihar, India"
7050,RNTL,RANITAL,SER,"Nainital, Uttarakhand, India"
7051,RNV,RANIWARA,NWR,"State Highway 11, Raniwara, Rajasthan,.."
7052,RNW,RENWAL,NWR,"Kishangarh Renwal, Rajasthan, India"
7053,RNX,RANIPATRA,NFR,"Ranipet, Tamil Nadu, India"
7054,RNY,RANGIYA JN,NFR,"Rangia, Assam, India"
7055,ROA,RUSERA GHAT,ECR,"Rosera, Bihar, India"
7056,ROB,ROBERTSON,SECR,"Chhattisgarh, India"
7057,ROHA,ROHA,CR,"Roha, Maharashtra, India"
7058,ROHN,ROHAD NAGAR,NR,"Haryana 124506, India"
7059,ROI,REOTI,NER,"Shrinagar, Uttar Pradesh, India"
7060,ROK,ROHTAK JN,NR,"Rohtak Junction, Railway Road, Rohtak,.."
7061,ROL,RAJOLI,SECR,"Rajoli, Maharashtra, India"
7062,ROP,RUPSA JN,SER,"OT Road, Odisha, India"
7063,RORA,RORA,NCR,"Rora, Uttar Pradesh, India"
7064,ROS,RAJOSI,NWR,"Rajasthan, India"
7065,ROU,ROURKELA,SER,"Railway Colony Road, Railway Colony, R.."
7066,ROZA,ROZA JN,NR,"Shahjahanpur, Uttar Pradesh, India"
7067,RPAN,RANGAPARA NORTH,NFR,"Rangapara, Assam, India"
7068,RPAP,RATNIPORA HALT,NR,"Ratnipora, Pulwama, Jammu and Kashmir"
7069,RPAR,RUPNAGAR,NR,"Punjab 140001, India"
7070,RPB,RUPASIBARI,NFR,"Ghuttibari, Jharkhand, India"
7071,RPD,RUPAUND,SECR,"Madhya Pradesh, India"
7072,RPGU,RASULPUR GOGUMAU,NCR,"Uttar Pradesh, India"
7073,RPH,RAMPUR HAT,ER,"Road, Rampurhat, West Bengal, India"
7074,RPHR,RAIPUR HARYANA,NR,"Raipur, Haryana, India"
7075,RPI,RUPAHELI,NWR,"Rupaheli, Rajasthan, India"
7076,RPJ,RAJPURA JN,NR,"Rajpura, Punjab, India"
7077,RPK,RAVALPALLI KALAN,SCR,"Mubharakpur - Ravulapally Kalan Rd, Ra.."
7078,RPL,REDDIPALLE,SCR,"Reddipalle, Andhra Pradesh, India"
7079,RPLY,RUPAULI,ECR,"Sahoria Subhai, Bihar, India"
7080,RPM,ROYAPURAM,SR,"North Terminus Road, George Town, Chen.."
7081,RPMN,RAMPUR MANIHARAN,NR,"Rampur, Uttar Pradesh, India"
7082,RPO,RAWATPUR,NER,"Rawatpur Railway Station, Rawat Pur, K.."
7083,RPP,RANU PIPRI,WR,"Vadodara, Gujarat, India"
7084,RPR,RAGHUNATHPUR,ECR,"Raghunathpur Railway Station, Raghunat.."
7085,RPRD,RUPRA ROAD,ECOR,"Kalahandi, Odisha, India"
7086,RPRL,RAPARLA H,SCR,"Raparla, Andhra Pradesh, India"
7087,RPSC,RUDRAPUR SIDCUL H,NER,"Haldwani Rudrapur Road, Tanda, Uttarak.."
7088,RPUR,RATANPUR,ER,"Ratanpur, Bihar 811211"
7089,RPV,RAJAPATTI,NER,"Rajapatti, Tamil Nadu, India"
7090,RPWN,RAMBHAWAN H,ECR,"SH 4, Kosiawan, Bihar 803114, India"
7091,RPY,RUPAI,NFR,Rupa
7092,RPZ,RANAPRATAPNAGAR,NWR,"Khempura, Udaipur, Rajasthan, India"
7093,RQJ,RNINGR JLPAIGRI,NFR,"State Highway 12A, Jalpaiguri, West Be.."
7094,RQP,RADHAKISHOREPUR,ECOR,"Radhakishorepur Station, Odisha, India"
7095,RR,RICHHA ROAD,NER,"36 Willowridge Road, Etobicoke, ON M9R.."
7096,RRAL,RURE ASAL H,NR,"Rure Asal, Punjab, India"
7097,RRB,BIRUR JN,SWR,"Birur, Karnataka, India"
7098,RRD,REAY ROAD,CR,"Barrister Nath Pai Marg, Mumbai, Mahar.."
7099,RRE,RAHUL ROAD,ECR,"Station Rd, Kadi Bigha, Bihar 803119, .."
7100,RRGA,RANGAREDDY GUDA,SCR,"Rangareddy Guda, Andhra Pradesh, India"
7101,RRI,RAHURI,CR,"Ahmednagar, Maharashtra, India"
7102,RRJ,RAMARAJU PALLI,SCR,"Ramaraju Palli, Andhra Pradesh, India"
7103,RRL,REWRAL,SECR,"Nagpur, Maharashtra, India"
7104,RRME,RANCHI ROAD,ECR,"Ranchi Road Bus Stop, National Highway.."
7105,RRNH,RAMRUPNAGAR H,ECR,"Samanpur, Bihar, India"
7106,RRP,RAIRANGPUR,SER,"Rairangpur, Odisha, India"
7107,RRS,RAGHURAJ SINGH,NR,"Rae Bareli, Uttar Pradesh, India"
7108,RRU,RAYARU,NCR,"Rayaru Station, Madhya Pradesh, India"
7109,RRW,RORANWALA,NR,"Sharanwala, Rajasthan, India"
7110,RS,RISIA,NER,"Bahraich, Uttar Pradesh, India"
7111,RSA,RISAMA,SECR,"Durg, Chhattisgarh, India"
7112,RSG,RAMSAGAR,SER,"Ramsagar, West Bengal, India"
7113,RSH,RATAN SHAHR,NWR,"Jhunjhunu, Rajasthan, India"
7114,RSI,RAISI,NR,"Haridwar, Uttarakhand, India"
7115,RSJ,RAISERJAGIR,WCR,"Madhya Pradesh, India"
7116,RSKA,RAJSUNAKHALA,ECOR,"Raj Sunakhala Rd, Raja Sunakhala, Odis.."
7117,RSLR,RASULPUR,ER,"Rasulpur, Bihar, India"
7118,RSM,RASMARA,SECR,"Durg, Chhattisgarh, India"
7119,RSMN,RAMGOVINDSINGH MAHULI H,ECR,"Bihar 804453, India"
7120,RSNR,RAI SINGH NAGAR,NWR,"Veer Hakikat Rai Marg, Rudrapur City, .."
7121,RSR,RASRA,NER,"Rasra, Uttar Pradesh, India"
7122,RSWN,RAMESHWAR NAGAR H,ECR,"Lachhnauta, Bihar, India"
7123,RSWT,RMGRH SHEKHWATI,NWR,"Churu, Rajasthan, India"
7124,RSYI,RASAYANI,CR,"Rasayani, Maharashtra, India"
7125,RT,ROHAT,NWR,"Rohat, Rajasthan, India"
7126,RTA,RUTHIYAI,WCR,"State Highway 51, Ruthiyai, Madhya Pra.."
7127,RTB,RAJA TALAB,NER,"Raja Talab, Raipur, Chhattisgarh"
7128,RTBR,RATABARI,NFR,"Natabari, West Bengal, India"
7129,RTG,RANGTONG,NFR,"Rangtong, Hill Cart Rd, West Bengal, I.."
7130,RTGH,RATANGARH JN,NWR,"Ratangarh, Rajasthan 331022, India"
7131,RTGN,RATANGAON,WCR,"Madhya Pradesh, India"
7132,RTGR,RATNAGIRI ROAD,ECOR,"NH53, Bhakuda State: Odisha"
7133,RTI,RAOTI,WR,"Raoti, Madhya Pradesh, India"
7134,RTK,RAMTEK,SECR,"Ramtek, Maharashtra, India"
7135,RTM,RATLAM JN,WR,"Ratlam, Madhya Pradesh, India"
7136,RTMN,RATLAM NEW,WR,"Ratlam, Madhya Pradesh, India"
7137,RTN,RETANG,ECOR,"Retang, Odisha, India"
7138,RTP,RATANPURA,NER,"Mau, Uttar Pradesh, India"
7139,RTR,RAMNATHPUR,NER,"Raghunathpur, West Bengal, India"
7140,RTRA,NEW RAMNATH PUR,NFR,"788162, India"
7141,RTU,RATAN SARAI,NER,"Gopalganj, Bihar, India"
7142,RTWS,RAHATWAS,WCR,"Mudra Kalan, Madhya Pradesh, India"
7143,RTZ,RATONA,WCR,"Sagar, Madhya Pradesh, India"
7144,RU,RENIGUNTA JN,SCR,"Renigunta, Andhra Pradesh, India"
7145,RUB,RASULABAD,NCR,"Uttar Pradesh, India"
7146,RUG,RAJLU GARHI,NR,"National Highway 1, Haryana, India"
7147,RUI,RUKNI,SER,"Rukni, West Bengal 723145, India"
7148,RUJ,RANUJ,WR,"Ranunj, Gujarat, India"
7149,RUKH,RUKHAI HALT,ECR,
7150,RUL,RAULI,ECOR,"Rauli, Punjab, India"
7151,RUM,RUPAMAU,NR,"Uttar Pradesh, India"
7152,RUP,RUPAIGAON,NFR,"Naigaon West, Maharashtra, India"
7153,RUPC,RUDRAPUR CITY,NER,"Subhash Nagar, Rudrapur City, Uttarakh.."
7154,RUR,RANPUR,WR,"Hadmatala, Ranpur, Gujarat, India"
7155,RURA,RURA,NCR,"Rura - Jhinjhak Canal Road, Rura, Utta.."
7156,RUSD,RUNNISAID PUR,ECR,"Morsand, Bihar, India"
7157,RV,RAVER,CR,"Maharashtra, India"
7158,RVD,RAVIKAMPADU,SCR,"Vempadu, Andhra Pradesh, India"
7159,RVG,REVELGANJ GHAT H,NER,"Saran, Bihar, India"
7160,RVH,RAIPUR RV BLOCK HUT,SECR,"WRS Colony, Khamtarai, Raipur, Chhatti.."
7161,RVK,RAJA BHAT KHAWA,NFR,"Rajabhat Khawa, West Bengal, India"
7162,RVKH,RAVINDRAKHANI,SCR,"Mandamarri, Andhra Pradesh, India"
7163,RVN,RAJIV NAGAR H,ECR,"Rajiv Nagar, Patna, Bihar, India"
7164,RVS,RAVANASAMUDRAM,SR,"Ravanasamudram, Ravanasamudram, Tamil .."
7165,RW,RANKUVA,WR,"kharel-Rankuva Rd, Gujarat, India"
7166,RWA,RAUTARA,NFR,"Rautara, Bihar, India"
7167,RWH,ROWRIAH SDG,NFR,"Rowriah Airport Bldg (JRH), Raraiyah, .."
7168,RWJ,RAWANIA DUNGAR,WCR,"Rawania Dungar Station, Rajasthan, India"
7169,RWL,RAIWALA,NR,"Raiwala, Uttarakhand, India"
7170,RWO,RANAVAV,WR,"Ranavav City Road, Gujarat, India"
7171,RWTB,ROWTA BAGAN,NFR,"Railway Station Road, Assam, India"
7172,RXL,RAXAUL JN,ECR,"National Highway 28A, Raxaul, Bihar, I.."
7173,RXM,ROOMA,NCR,"Via India, 00196 Rome, Italy"
7174,RXN,RAMSAN,NWR,"Ramsan Railway Station, Gujarat, India"
7175,RXR,RANGAPAHAR,NFR,"Rangapur, Andhra Pradesh, India"
7176,RY,RAYAKA,WR,"Gujarat 382460, India"
7177,RYC,RAYAKKOTTAI,SWR,"Periyakottai, Tamil Nadu, India"
7178,RYP,RAYANAPAD,SCR,"Rayanapadu, Andhra Pradesh, India"
7179,RYS,RASURIYA,NR,"Rasuiya Railway Station, Uttar Pradesh.."
7180,RYT,RAYATPURA,NCR,"Rawatpura Lake, Kulpahar, Uttar Pradesh"
7181,RZJ,RAZAGANJ,NER,"Daryaganj, New Delhi, Delhi, India"
7182,RZN,RAUZAGAON,NR,"Nagaon, Assam, India"
7183,S,SHRIRANGAPATNA,SWR,"Srirangapatna, Karnataka, India"
7184,SA,SALEM JN,SR,"Salem Junction, Suramangalam, Salem, T.."
7185,SAA,SATHIAON,NER,"Mau, Uttar Pradesh, India"
7186,SAB,SANTAMAGULUR,SCR,"India, Quilicura, Santiago Metropolita.."
7187,SABD,SALABAD,WCR,"Bharatpur, Rajasthan, India"
7188,SAC,SANICHARA,NCR,"Gwalior, Madhya Pradesh, India"
7189,SACH,SUCHITRA CENTRE HALT,SCR,"Suchitra Circle, PIN - 500015, Secunde.."
7190,SAD,SONADA,NFR,"Sonada, West Bengal, India"
7191,SADP,SAIDAPUR,SCR,"Saidapur Railway Station, Kyathanhalli.."
7192,SAF,SALKHAPUR,NR,"Uttar Pradesh, India"
7193,SAG,SANGRUR,NR,"Sangrur Railway Station, Railway Stati.."
7194,SAGM,SAGMA T,WCR,"Sagma Railway Station, Madhya Pradesh,.."
7195,SAGR,SHRIRAJNAGAR,NR,"Lucknow, Uttar Pradesh, India"
7196,SAH,SAPHALE,WR,"Saphale, Maharashtra, India"
7197,SAHA,SARAHULA H,ECR,"Sarahula Halt, Uttar Pradesh, India"
7198,SAHI,SATHI,ECR,"Sathi, Bihar, India"
7199,SAHL,SAHELI,CR,"Saheli Marg, Udaipur, Rajasthan, India"
7200,SAHP,SAHIJPUR,WR,"Sahajpur, Maharashtra, India"
7201,SAHR,SAHERI H,NER,"Saheri, Punjab, India"
7202,SAHT,SAMHUTA HALT,ECR,"Samhuta Station Rd, Samhuta, Bihar 802.."
7203,SAI,SARAI,ECR,"Vaishali, Bihar, India"
7204,SAJH,SAHJHA H,NFR,"Bihar, India"
7205,SAK,SANKHEDA BAHADURPUR,WR,"Bahadarpur, Gujarat, India"
7206,SAKA,SIMARIYA KAJANWADA,SECR,"Balaghat, Madhya Pradesh, India"
7207,SAKD,SUPRAKANDI,NFR,"Umarpur Pt II, Assam 788713, India"
7208,SAL,SALWA,SECR,"Salwa Lake, Khambhat, Gujarat"
7209,SALE,SALAR,ER,"Salar, West Bengal, India"
7210,SALI,SALI,NWR,"Ajmer, Rajasthan, India"
7211,SALR,SALUR,ECOR,"Salur, Andhra Pradesh, India"
7212,SAMN,SAMNI JN,WR,
7213,SAMT,SALEM MARKET,SR,"Salem Market, Salem Market Railway Sta.."
7214,SAN,SANDILA,NR,"Tiloiya, Sandila, Uttar Pradesh, India"
7215,SANH,SANHA H,ECR,"Begusarai, Bihar, India"
7216,SANI,SANKI,ECR,"Chito, Jharkhand, India"
7217,SANK,SANK,NCR,"Morena, Madhya Pradesh, India"
7218,SANR,SARDARNAGAR,NER,"Gorakhpur, Uttar Pradesh, India"
7219,SAO,SAGONI,WCR,"Madhya Pradesh, India"
7220,SAP,SATTENAPALLE,SCR,"Sattenapalle, Andhra Pradesh, India"
7221,SAPE,SAPE WAMNE,KR,"Raigad, Maharashtra, India"
7222,SAPR,SARANGPUR ROAD,WR,"Sarangpur Rd, Sarangpur, Gujarat, India"
7223,SAPT,SUGAPAHARI,ER,
7224,SAR,SHAHZAD NAGAR,NR,"Faizullah Nagar, Uttar Pradesh 244901,.."
7225,SARR,SIDHAUNA RAMPUR,NER,"Sidhauna, Uttar Pradesh 233223, India"
7226,SAS,SHDSPRA PADMPRA,NWR,"Jaipur, Rajasthan, India"
7227,SASG,SASAN GIR,WR,"Railway Station Road, Gir National Par.."
7228,SASN,SAHIBZADA ASNGR,NR,"Sector 57, Mohali, Punjab, India"
7229,SASR,SAUSAR,SECR,"Sausar, Madhya Pradesh, India"
7230,SAT,SANT ROAD,WR,"Panchmahal, Gujarat, India"
7231,SATR,SATAR H,NFR,"Matiari, Bihar 854327, India"
7232,SAU,SANAND,WR,"Gujarat, India"
7233,SAV,SAVDA,CR,"Jalgaon, Maharashtra, India"
7234,SAW,SURIAWAN,NR,"Suriyawan, Uttar Pradesh, India"
7235,SAWN,SOHANSRA,NWR,"Sohansara, Haryana, India"
7236,SAY,SAYAMA,WR,"Anand, Gujarat, India"
7237,SB,SARAI BHOPAT,NCR,"Bhopal Ground, Jamia Millia Islamia, F.."
7238,SBB,SAHIBABAD,NR,"Sahibabad Industrial Area Site 4, Ghaz.."
7239,SBBJ,SRI BALA BRAMARESHWARA JOGULAMBA,SCR,"Bhairapur, Telangana 509128, India"
7240,SBC,KSR BANGALORE CY JN,SWR,Bangalore City Junction Railway Statio..
7241,SBD,SLEEMANABAD RD,WCR,"Sleemanabad Road Railway Station, Madh.."
7242,SBDP,SABDALPUR JN,ECR,"Sabdalpur, Bihar, India"
7243,SBDR,SONBHADRA,NCR,"Tagore Nagar, Robertsganj, Uttar Prade.."
7244,SBE,SORBHOG JN,NFR,"Assam 781317, India"
7245,SBG,SAHIBGANJ JN,ER,"Sahibganj, Jharkhand, India"
7246,SBGA,SHRAVANBELAGOLA,SWR,"Railway Station Rd, Shravanabelagola, .."
7247,SBGB,SUTEI BADAGAN,SER,"Bighnapur, Ramachandi, Odisha 756056, .."
7248,SBGN,SISIBARGAON,NFR,"Kachari Pathar, Assam 787059, India"
7249,SBGR,SUBHAS GRAM,ER,"Subhashgram, Subhasgram, Kolkata, West.."
7250,SBH,SULEBHAVI,SWR,"Belgaum, Karnataka, India"
7251,SBHN,SHRI BHAVNATH,NWR,"Ora Bara, Rajasthan, India"
7252,SBHR,SUBRAHMANYA ROA,SWR,"Nettana Railway Station, Karnataka, In.."
7253,SBI,SABARMATI JN,WR,"Ahmedabad, Gujarat, India"
7254,SBIB,SABARMATI JN,WR,"Ahmedabad, Gujarat, India"
7255,SBJ,SARAI BANJARA,NR,"Sarai Banjara, Punjab, India"
7256,SBK,SHAHBAZ KULI,NER,"Shahbaz Quli, Uttar Pradesh, India"
7257,SBL,SABALGARH,NCR,"Sabalgarh, Madhya Pradesh, India"
7258,SBLJ,SHRI BALAJI,NWR,"Shri Balaji Rd, Nava Naroda, Ahmedabad.."
7259,SBLT,SHRIBDRYA LATHI,NWR,"Lathi, Rajasthan, India"
7260,SBM,SONBARSA KCHERI,ECR,"Sonbarsa Kachahari, Bishunpur, Bihar 8.."
7261,SBNM,SUBARNAMRIGI,ER,"Subarnapur, Odisha, India"
7262,SBNR,SRI VIJAINAGAR,NWR,"Vijaynagar, Rajasthan, India"
7263,SBO,SABAUR,ER,"Bhagalpur, Bihar, India"
7264,SBP,SAMBALPUR,ECOR,"Sambalpur Railway Station, Sambalpur, .."
7265,SBPD,SAMBALPUR ROAD,ECOR,"Sambalpur road Railway station, Sambal.."
7266,SBPS,SAHID BABA PARV HALT,ECR,"Dafal Dih, Bihar 802212, India"
7267,SBPY,SAMBALPUR CITY,ECOR,"Sambalpur, Orissa, India"
7268,SBR,SAMBHAR LAKE,NWR,"Sambhar, Rajasthan, India"
7269,SBRA,SARBAHARA,SECR,"Chhattisgarh, India"
7270,SBRM,SABROOM,NFR,"Paschim Jalefa, Tripura 799145, India"
7271,SBS,SANGRANA SAHIB,NR,"Sangrana, Punjab, India"
7272,SBT,SABARMATI JN,WR,"Ahmedabad, Gujarat, India"
7273,SBTJ,SHANIDEV D BISHNATHGANJ,NR,"Pratapgarh, Uttar Pradesh, India"
7274,SBV,S BHAKHTIYARPUR,ECR,"Mal Godown Rd, Simri Bakhtiarpur, Biha.."
7275,SBW,SBEWBABUDIH,SER,"Babudih Kabristan, Jamshedpur, Jharkha.."
7276,SBZ,SISWA BAZAR,NER,"Siswa Bazar, Uttar Pradesh, India"
7277,SC,SECUNDERABAD JN,SCR,"Secunderabad, Regimental Bazaar, Secun.."
7278,SCA,SALCHAPRA,NFR,"Chapra, West Bengal, India"
7279,SCE,SENCHOA JN,NFR,"Assam 782002, India"
7280,SCH,SACHIN,WR,"Sachin Station Road, Sachin, Gujarat, .."
7281,SCI,SANCHI,WCR,"Sanchi Station, Sanchi, Madhya Pradesh.."
7282,SCKR,SALICHAUKA ROAD,WCR,"Salichauka Road Railway Station, Madhy.."
7283,SCL,SILCHAR,NFR,"Tarapur, Silchar, Assam, India"
7284,SCM,SIMHACHALAM,ECOR,"Simhachalam North Railway Station, Vis.."
7285,SCMN,SIMHACHALAM NORTH,ECOR,"Unnamed Road, RRV Puram, Naidu Thota, .."
7286,SCN,SONDHA ROAD,NCR,"Sondha Head - Malko Majra Rd, Malako M.."
7287,SCO,SATUNA,SCR,"Satona, Maharashtra, India"
7288,SCP,SIRNAPALLI H,SCR,"Sattenapalle, Andhra Pradesh, India"
7289,SCPD,SUCHIPIND H,NR,"Suchi Pind, Jalandhar, Punjab, India"
7290,SCPR,SHYAMACHARANPUR PH,ECOR,"Dhenkanal, Orissa, India"
7291,SCQ,SHAM CHAURASI,NR,"Shamchaurasi, Punjab, India"
7292,SCT,SENGOTTAI,SR,"Railway Station Road, Tamil Nadu, India"
7293,SCV,SUKHCHAIN,NWR,"Sukhchain, Haryana, India"
7294,SCY,SACHIWALAYA H,ECR,"Gardanibagh, Patna, Bihar 800001, India"
7295,SD,SIDHAULI,NER,"Sidhauli, Uttar Pradesh, India"
7296,SDAH,SEALDAH,ER,"Kolkata Sealdah Railway Station, Belia.."
7297,SDAM,SUNDHIA MAU,NER,"Uttar Pradesh, India"
7298,SDB,SHAHABAD,CR,"State Highway 125, Shahabad, Karnataka.."
7299,SDBH,SINDRIBLOCK HUT,ECR,"Chasnalla, Jharkhand, India"
7300,SDC,SAIDABAD,NER,"Saidabad, Uttar Pradesh, India"
7301,SDD,SINDHAWADAR,WR,"Sindhabeda, Odisha, India"
7302,SDDN,SIDDHARTH NAGAR,NER,"Siddharth Nagar, Uttar Pradesh, India"
7303,SDE,SADISOPUR,ECR,"State Highway 78, Bihar, India"
7304,SDF,SUDSAR,NWR,"Bikaner, Rajasthan, India"
7305,SDG,SAHADAI BUZURG,ECR,"Desri, Bihar, India"
7306,SDGH,SRI DUNGARGARH,NWR,"Churu, Rajasthan, India"
7307,SDGM,SARDARGRAM,WR,"Ahmedabad, Gujarat, India"
7308,SDH,SARADHNA,NWR,"Ajmer, Rajasthan, India"
7309,SDHA,SIDHARI H,NER,"Sidhari, Azamgarh, Uttar Pradesh, India"
7310,SDHS,SIDHIRSAI,SER,"Jojodih, Jharkhand 831002, India"
7311,SDI,SAGARDIGHI,ER,"Sukher More Bus Stop, National Highway.."
7312,SDL,SHAHDOL,SECR,"Shahdol Railway Station, Shahdol, Madh.."
7313,SDLE,SWADINPUR,ER,"Sawantpur, Maharashtra, India"
7314,SDLK,SUNDLAK,WCR,"Sundlak, Rajasthan, India"
7315,SDLP,SADULPUR JN,NWR,"Sadulpur, Rajasthan, India"
7316,SDM,SURAREDDIPALEM,SCR,"Reddypalem, Andhra Pradesh, India"
7317,SDMD,SUDAMDIH,SER,"Sudamdih Station, sudamdih, Pathardih,.."
7318,SDMK,SIDMUKH,NWR,"Sidmukh Railway Station, Rajasthan, In.."
7319,SDN,SHOLAVANDAN,SR,"Madurai, Tamil Nadu, India"
7320,SDNR,SEYDUNGANALLUR,SR,"Thoothukudi, Tamil Nadu, India"
7321,SDPH,SARDAR PATEL H,ECR,"Bihar - Mokama Road, Hasanpur, Bihar 8.."
7322,SDPR,SARDAR PATEL ROAD,NR,"Central Ridge Reserve Forest, New Delh.."
7323,SDPT,SEDARAMPATTU,SR,"Sedarampattu, Tamil Nadu, India"
7324,SDRA,SUDHRANA,NWR,"Sudhrana, Haryana, India"
7325,SDS,SADULSHAHR,NWR,"Sadul Shahar, Rajasthan, India"
7326,SDT,SADAT,NER,"Sadat, Uttar Pradesh, India"
7327,SDUA,SADURA,NR,"Sadura, Jammu & Kashmir, India"
7328,SDV,SOMIDEVIPALLE,SCR,"Somandepalle, Andhra Pradesh, India"
7329,SDVL,SOLDEVANAHALLI H,SWR,"Sonnenahalli, Kengeri Satellite Town, .."
7330,SDWR,SIDHWAR,ECR,
7331,SDY,SADHOO GARH,NR,"Sadhu Garh, Punjab, India"
7332,SDZ,SINDHAR,NR,"Sindhar, Punjab, India"
7333,SEB,SON NAGAR,ECR,"Son Nagar, Bihar, India"
7334,SED,SHEDBAL,SWR,"Belgaum, Karnataka, India"
7335,SEE,SONPUR JN,ECR,"Sonpur Railway Station, Sonepur, Bihar.."
7336,SEG,SHEGAON,CR,"Shegaon, Maharashtra, India"
7337,SEGM,SEVAGRAM,CR,"Sevagram, Wardha, Maharashtra 442001, .."
7338,SEH,SEHORE,WR,"Sehore Railway Station, Sehore, Madhya.."
7339,SEI,SHENDRI,CR,"Shangri-la, Mulund West, Mumbai, Mahar.."
7340,SEJ,SARKHEJ,WR,"Sarkhej, Ahmedabad, Gujarat, India"
7341,SEL,SANKRAIL,SER,"Sankrail, Howrah, West Bengal 711313, .."
7342,SELU,SELU,SCR,"Sailu, Maharashtra, India"
7343,SEM,SERAM,SCR,"Sedam, Karnataka, India"
7344,SEN,SENAPURA,KR,"Senapura Railway Station, Karnataka, I.."
7345,SEO,SEOHARA,NR,"Seohara, Uttar Pradesh, India"
7346,SEP,SODPUR,ER,"Nilgunj Road, Sodepur Government Housi.."
7347,SEPN,SEPON,NFR,"Sepon Bus Stand, Seopn Rd, Assam, India"
7348,SEPR,SHERPUR,NR,"Sherpur, Punjab, India"
7349,SEQ,SEKHA,NR,"Sekha, Punjab, India"
7350,SER,SAMAYANALLUR,SR,"Samayanallur Railway Station, NH 7, Sa.."
7351,SES,SEMARI,NWR,"Semari Railway Station, Rajasthan, India"
7352,SET,SETTIHALLY,SWR,"Settipalem, Andhra Pradesh, India"
7353,SEU,SENDRA,NWR,"Sendra, Rajasthan, India"
7354,SEV,SITHALAVAI,SR,"Krishnarayapuram, Nagappattinam - Tric.."
7355,SEW,SEHAL H,NER,"Sehal Railway Station, Uttar Pradesh 2.."
7356,SEX,SERONI ROAD,NCR,"Flamingo Serene, Boyalahalli Village, .."
7357,SEY,SEONI,SECR,"Seoni, Madhya Pradesh, India"
7358,SF,SETTIGUNTA,SCR,"Settigunta, Andhra Pradesh, India"
7359,SFA,SUNEHRA,NR,"Sunera, Madhya Pradesh, India"
7360,SFC,SAINTALA,ECOR,"Saintala, Orissa, India"
7361,SFDE,SAFIDON,NR,"Safidon, Haryana, India"
7362,SFE,SANODIYA,NWR,"Sandy Ct, Indio, CA 92201, USA"
7363,SFG,SUBEDARGANJ,NCR,"Raja Jagmal Ka Hata, Subedarganj, Rail.."
7364,SFH,SAFEDABAD,NR,India
7365,SFK,SIKIR,ECOR,"Balangir, Orissa, India"
7366,SFM,SUNAM,NR,"Sunam, Punjab, India"
7367,SFMU,SUNAM UDHAM SINGH,NR,"Balmiki Basti, Sunam, Punjab 148028, I.."
7368,SFNR,SAIFEE NAGAR H,WR,"Saifee Nagar Railway Station, Nandanva.."
7369,SFPR,SAFIPUR,NR,"Safipur, Uttar Pradesh, India"
7370,SFR,SAFRAI,NFR,"Lion Safari, Kishanbagh, Hyderabad, An.."
